weight_profile,entry_threshold,stop_ticks,target_ticks,trailing_stop,volp03_veto,slow_grind_veto,rr_ratio,total_trades,win_rate,profit_factor,max_drawdown,sharpe,avg_pnl,net_pnl,sharpe_trend_up,sharpe_trend_down,sharpe_ranging,sharpe_volatile,sharpe_slow_grind,pnl_trend_up,pnl_trend_down,pnl_ranging,pnl_volatile,pnl_slow_grind
current,50,12,24,False,True,False,2.0,26,0.9230769230769231,29.69811780887242,71.58830098502222,30.273701444020254,87.32205986864545,2270.373556584782,59.1084696324606,14.121858745503703,163.53803497387767,0.0,0.0,633.5777548145779,528.9133983699503,1107.8824034002537,0.0,0.0
current,50,12,24,False,True,True,2.0,21,0.9523809523809523,250.82755121757998,7.523979886682355,41.413244271586464,89.50940335715131,1879.6974705001776,59.1084696324606,25.083870470102195,161.14230276531148,0.0,0.0,633.5777548145779,600.5016993549725,645.6180163306271,0.0,0.0
current,50,12,24,True,False,False,2.0,121,0.8429752066115702,13.957625051198242,115.38239129928115,22.3408776053646,74.31071645518777,8991.59669107772,21.817481632017095,16.928625876682514,182.27468321379143,0.0,0.0,2561.754172584733,3702.777802957062,2727.0647155359256,0.0,0.0
current,50,12,24,True,False,True,2.0,88,0.8409090909090909,13.124862565420239,115.38239129928115,21.745826575025557,71.5013865155941,6292.122013372282,24.630933708665435,17.363190321140376,159.30927000066612,0.0,0.0,2038.5620241523793,3075.351178950041,1178.2088102698617,0.0,0.0
current,50,12,24,True,True,False,2.0,27,0.8888888888888888,23.84554828982762,61.588300985022215,28.33750140368639,84.08528154258723,2270.302601649855,48.67619692477271,13.009134973934342,163.53803497387767,0.0,0.0,658.5067998796512,503.9133983699503,1107.8824034002537,0.0,0.0
current,50,12,24,True,True,True,2.0,22,0.9090909090909091,50.47692535230026,37.78784761285351,34.473848156415436,84.98302343478413,1869.6265155652509,48.67619692477271,20.111910805867748,161.14230276531148,0.0,0.0,658.5067998796512,565.5016993549725,645.6180163306271,0.0,0.0
current,50,12,32,False,False,False,2.667,109,0.8899082568807339,22.79037861246103,79.82674453254731,26.41658913075603,95.7351036480482,10435.126297637253,37.6266459658603,17.10463251122153,314.824601300849,0.0,0.0,3346.821655926651,3826.239926174676,3262.0647155359256,0.0,0.0
current,50,12,32,False,False,True,2.667,81,0.8765432098765432,19.48989614412522,79.82674453254731,24.94882857073933,92.2657944624348,7473.529351457219,33.53362770879354,18.479257098117902,359.2386404386464,0.0,0.0,2633.9387561643525,3401.3817850230043,1438.2088102698617,0.0,0.0
current,50,12,32,False,True,False,2.667,26,0.9230769230769231,34.3750149470048,71.58830098502222,30.772308408309502,101.5528290994147,2640.373556584782,53.245869036851545,14.312470396841142,313.87925546502737,0.0,0.0,763.5777548145779,598.9133983699503,1277.8824034002537,0.0,0.0
current,50,12,32,False,True,True,2.667,21,0.9523809523809523,297.3454852460201,7.523979886682355,39.22454481598667,106.17607002381799,2229.6974705001776,53.245869036851545,23.670673261477432,319.32734134580363,0.0,0.0,763.5777548145779,670.5016993549725,795.6180163306271,0.0,0.0
current,50,12,32,True,False,False,2.667,115,0.8434782608695652,15.395403035903561,115.38239129928115,22.24114645702292,85.9860457316289,9888.395259137324,22.23937739100916,16.146522252691568,314.824601300849,0.0,0.0,2937.963101271198,3688.3674423302,3262.0647155359256,0.0,0.0
current,50,12,32,True,False,True,2.667,86,0.8372093023255814,14.52605730542611,115.38239129928115,21.38471410616938,81.61934079607732,7019.2633084626505,25.42955422082664,16.43466356615658,359.2386404386464,0.0,0.0,2448.5620241523793,3132.4924740404094,1438.2088102698617,0.0,0.0
current,50,12,32,True,True,False,2.667,27,0.8888888888888888,27.14110768331171,61.588300985022215,28.396716113561858,96.21491117221686,2597.802601649855,41.45295683594617,13.291810874436138,313.87925546502737,0.0,0.0,746.0067998796512,573.9133983699503,1277.8824034002537,0.0,0.0
current,50,12,32,True,True,True,2.667,22,0.9090909090909091,58.614462137946774,37.78784761285351,32.86978979999393,98.96029616205686,2177.126515565251,41.45295683594617,19.686248807458238,319.32734134580363,0.0,0.0,746.0067998796512,635.5016993549725,795.6180163306271,0.0,0.0
current,50,12,40,False,False,False,3.333,105,0.8857142857142857,24.89421771451273,79.82674453254731,26.659326256008576,108.97740217789985,11442.627228679485,36.45357661427712,17.23863517472792,360.0798732575555,0.0,0.0,3573.336022657786,4107.226490485773,3762.0647155359256,0.0,0.0
current,50,12,40,False,False,True,3.333,78,0.8717948717948718,21.298261934782982,79.82674453254731,25.256968046008115,105.18541445464601,8204.462327462388,33.064223182549476,18.793634305037166,315.57800465722744,0.0,0.0,2835.4531228954875,3703.300394297039,1665.7088102698617,0.0,0.0
current,50,12,40,False,True,False,3.333,26,0.9230769230769231,39.55752258655689,71.58830098502222,31.121560502578873,117.32205986864545,3050.373556584782,51.07270820404501,14.726826173590183,415.73463914965487,0.0,0.0,856.0777548145779,676.4133983699503,1517.8824034002537,0.0,0.0
current,50,12,40,False,True,True,3.333,21,0.9523809523809523,333.23074863938814,7.523979886682355,38.52329907789639,119.03321288096083,2499.6974705001776,51.07270820404501,23.351753415043486,266.99796663329136,0.0,0.0,856.0777548145779,748.0016993549725,895.6180163306271,0.0,0.0
current,50,12,40,True,False,False,3.333,111,0.8378378378378378,16.7373875148538,115.38239129928115,22.211481834094357,97.38939082660828,10810.22238175352,22.381053607901197,15.684437921631872,360.0798732575555,0.0,0.0,3245.463101271198,3802.694564946396,3762.0647155359256,0.0,0.0
current,50,12,40,True,False,True,3.333,83,0.8313253012048193,15.600854208144733,115.38239129928115,21.088746713480315,91.28942742219017,7577.022476041784,25.27170373390757,15.871275474807602,315.57800465722744,0.0,0.0,2678.5620241523793,3232.751641619543,1665.7088102698617,0.0,0.0
current,50,12,40,True,True,False,3.333,27,0.8888888888888888,30.814021205820694,61.588300985022215,28.082194796897618,109.73342969073538,2962.802601649855,37.07323857016454,13.35665135393149,415.73463914965487,0.0,0.0,833.5067998796512,611.4133983699503,1517.8824034002537,0.0,0.0
current,50,12,40,True,True,True,3.333,22,0.9090909090909091,64.56875734695642,37.78784761285351,31.77949671271878,109.18756888932958,2402.126515565251,37.07323857016454,19.368002328195864,266.99796663329136,0.0,0.0,833.5067998796512,673.0016993549725,895.6180163306271,0.0,0.0
current,50,16,24,False,False,False,1.5,118,0.9152542372881356,31.636424907742,99.82674453254731,30.30706681354797,84.6714905375752,9991.235883433874,63.48212123300172,20.07014465014687,182.27468321379143,0.0,0.0,3070.161800900969,4194.009366996979,2727.0647155359256,0.0,0.0
current,50,16,24,False,False,True,1.5,86,0.9186046511627907,32.46740408164823,99.82674453254731,31.046877714966946,83.94530477003575,7219.296210223074,55.96670686973511,23.100940881062886,159.30927000066612,0.0,0.0,2358.487829825135,3682.599570128077,1178.2088102698617,0.0,0.0
current,50,16,24,False,True,False,1.5,26,0.9230769230769231,24.964710404366297,86.58830098502222,28.738473644568383,86.74513679172239,2255.373556584782,59.1084696324606,12.978569577235854,163.53803497387767,0.0,0.0,633.5777548145779,513.9133983699503,1107.8824034002537,0.0,0.0
current,50,16,24,False,True,True,1.5,21,0.9523809523809523,250.82755121757998,7.523979886682355,41.413244271586464,89.50940335715131,1879.6974705001776,59.1084696324606,25.083870470102195,161.14230276531148,0.0,0.0,633.5777548145779,600.5016993549725,645.6180163306271,0.0,0.0
current,50,16,24,True,False,False,1.5,118,0.8983050847457628,17.835173235444557,97.70382908725878,27.146996815176376,82.49824390465542,9734.79278074934,45.497899711237984,17.92927966261147,182.27468321379143,0.0,0.0,3057.0186560280854,3950.7094091853287,2727.0647155359256,0.0,0.0
